date,dew,pollution,temp,wnd_dir,wnd_spd,snow,rain,target
2010/1/5 9:00,-26,29,-15,-10,24.59,0,0,30
2010/1/5 10:00,-25,36,-14,-10,29.51,0,0,27
2010/1/5 11:00,-25,30,-13,-10,34.43,0,0,39
2010/1/5 12:00,-25,27,-12,-10,39.35,0,0,41
2010/1/5 13:00,-24,39,-11,-10,41.14,0,0,33
2010/1/5 14:00,-22,41,-11,20,0.89,0,0,50
2010/1/5 15:00,-23,33,-11,0,1.79,0,0,56
2010/1/5 16:00,-24,50,-11,0,3.58,0,0,59
2010/1/5 17:00,-23,56,-11,0,5.37,0,0,60
2010/1/5 18:00,-23,59,-11,0,7.16,0,0,84
2010/1/5 19:00,-22,60,-13,0,10.29,0,0,106
2010/1/5 20:00,-22,84,-12,0,13.42,0,0,66
2010/1/5 21:00,-24,106,-18,0,16.55,0,0,50
2010/1/5 22:00,-22,66,-13,0,20.57,0,0,56
2010/1/5 23:00,-22,50,-16,0,23.7,0,0,77
2010/1/6 0:00,-25,56,-17,0,26.83,0,0,50
2010/1/6 1:00,-25,77,-14,-10,4.02,0,0,44
2010/1/6 2:00,-26,50,-14,-10,8.04,0,0,27
2010/1/6 3:00,-26,44,-14,-10,13.85,0,0,28
2010/1/6 4:00,-26,27,-14,-10,17.87,0,0,21
2010/1/6 5:00,-26,28,-14,-10,23.68,0,0,25
2010/1/6 6:00,-26,21,-14,-10,28.6,0,0,20
2010/1/6 7:00,-26,25,-15,-10,33.52,0,0,29
2010/1/6 8:00,-26,20,-14,-10,39.33,0,0,34
2010/1/6 9:00,-25,29,-13,-10,44.25,0,0,42
2010/1/6 10:00,-25,34,-12,-10,50.06,0,0,28
2010/1/6 11:00,-24,42,-11,-10,54.98,0,0,36
2010/1/6 12:00,-24,28,-10,-10,59,0,0,48
2010/1/6 13:00,-22,36,-10,0,4.02,0,0,49
2010/1/6 14:00,-22,48,-9,0,5.81,0,0,52
2010/1/6 15:00,-22,49,-8,20,0.89,0,0,56
2010/1/6 16:00,-22,52,-8,0,1.79,0,0,96
2010/1/6 17:00,-21,56,-9,0,3.58,0,0,75
2010/1/6 18:00,-22,96,-9,0,5.37,0,0,105
2010/1/6 19:00,-22,75,-14,20,0.89,0,0,132
2010/1/6 20:00,-22,105,-12,0,1.79,0,0,93
2010/1/6 21:00,-21,132,-14,0,3.58,0,0,131
2010/1/6 22:00,-22,93,-16,0,5.37,0,0,127
2010/1/6 23:00,-21,131,-16,0,7.16,0,0,130
2010/1/7 0:00,-21,127,-16,0,8.95,0,0,43
2010/1/7 1:00,-21,130,-16,20,0.45,0,0,37
2010/1/7 2:00,-22,43,-18,20,1.34,0,0,30
2010/1/7 3:00,-23,37,-15,0,4.02,0,0,28
2010/1/7 4:00,-24,30,-16,0,7.15,0,0,24
2010/1/7 5:00,-25,28,-15,0,10.28,0,0,23
2010/1/7 6:00,-24,24,-15,0,14.3,0,0,24
2010/1/7 7:00,-25,23,-13,-10,4.92,0,0,27
2010/1/7 8:00,-24,24,-14,0,4.02,0,0,40
2010/1/7 9:00,-23,27,-12,0,8.94,0,0,42
2010/1/7 10:00,-22,40,-11,0,12.96,0,0,42
2010/1/7 11:00,-20,42,-10,0,16.09,0,0,55
2010/1/7 12:00,-21,42,-9,0,19.22,0,0,52
2010/1/7 13:00,-21,55,-8,0,21.01,0,0,51
2010/1/7 14:00,-20,52,-7,0,22.8,0,0,57
2010/1/7 15:00,-20,51,-7,0,24.59,0,0,50
2010/1/7 16:00,-18,57,-8,0,26.38,0,0,54
2010/1/7 17:00,-19,50,-9,0,28.17,0,0,67
2010/1/7 18:00,-19,54,-11,-10,0.89,0,0,106
2010/1/7 19:00,-18,67,-11,0,1.79,0,0,159
2010/1/7 20:00,-19,106,-15,-10,1.79,0,0,198
2010/1/7 21:00,-19,159,-14,20,0.45,0,0,190
2010/1/7 22:00,-21,198,-14,20,1.34,0,0,210
2010/1/7 23:00,-21,190,-16,20,2.23,0,0,195
2010/1/8 0:00,-21,210,-17,0,1.79,0,0,275
2010/1/8 1:00,-19,195,-16,0,3.58,0,0,164
2010/1/8 2:00,-20,275,-16,-10,0.89,0,0,110
2010/1/8 3:00,-19,164,-15,10,0.89,0,0,100
2010/1/8 4:00,-18,110,-15,20,0.45,0,0,81
2010/1/8 5:00,-18,100,-15,20,1.34,0,0,71
2010/1/8 6:00,-18,81,-15,0,1.79,0,0,66
2010/1/8 7:00,-16,71,-13,-10,0.89,0,0,92
2010/1/8 8:00,-16,66,-12,10,0.89,0,0,135
2010/1/8 9:00,-16,92,-12,10,1.78,0,0,155
2010/1/8 10:00,-17,135,-10,-10,0.89,0,0,198
2010/1/8 11:00,-16,155,-10,20,0.89,0,0,250
2010/1/8 12:00,-16,198,-9,10,3.13,0,0,200
2010/1/8 13:00,-15,250,-8,10,4.92,0,0,231
2010/1/8 14:00,-16,200,-8,20,0.89,0,0,250
2010/1/8 15:00,-16,231,-8,20,1.78,0,0,212
2010/1/8 16:00,-16,250,-8,20,2.67,0,0,219
2010/1/8 17:00,-17,212,-8,10,0.89,0,0,227
2010/1/8 18:00,-17,219,-9,20,0.45,0,0,226
2010/1/8 19:00,-17,227,-11,20,1.34,0,0,225
2010/1/8 20:00,-17,226,-12,20,1.79,0,0,168
2010/1/8 21:00,-18,225,-14,0,1.79,0,0,169
2010/1/8 22:00,-16,168,-9,0,4.92,0,0,165
2010/1/8 23:00,-16,169,-11,0,6.71,0,0,159
2010/1/9 0:00,-17,165,-13,20,0.89,0,0,167
2010/1/9 1:00,-17,159,-13,0,3.13,0,0,196
2010/1/9 2:00,-17,167,-14,0,4.92,0,0,169
2010/1/9 3:00,-17,196,-15,0,8.05,0,0,155
2010/1/9 4:00,-17,169,-13,0,9.84,0,0,119
2010/1/9 5:00,-19,155,-16,0,13.86,0,0,106
2010/1/9 6:00,-18,119,-15,0,17.88,0,0,93
2010/1/9 7:00,-19,106,-15,0,21.9,0,0,84
2010/1/9 8:00,-18,93,-14,0,25.92,0,0,73
2010/1/9 9:00,-18,84,-9,-10,5.81,0,0,66
2010/1/9 10:00,-17,73,-7,-10,11.62,0,0,40
2010/1/9 11:00,-17,66,-6,-10,17.43,0,0,49
2010/1/9 12:00,-16,40,-6,-10,23.24,0,0,50
2010/1/9 13:00,-16,49,-5,-10,28.16,0,0,49
2010/1/9 14:00,-15,50,-4,-10,33.08,0,0,41
2010/1/9 15:00,-14,49,-4,-10,37.1,0,0,37
2010/1/9 16:00,-15,41,-4,-10,38.89,0,0,45
2010/1/9 17:00,-15,37,-4,0,1.79,0,0,44
2010/1/9 18:00,-15,45,-7,-10,3.13,0,0,54
2010/1/9 19:00,-15,44,-6,0,3.13,0,0,50
2010/1/9 20:00,-15,54,-7,0,4.92,0,0,47
2010/1/9 21:00,-15,50,-6,-10,3.13,0,0,66
2010/1/9 22:00,-15,47,-8,20,0.45,0,0,75
2010/1/9 23:00,-15,66,-8,20,0.9,0,0,82
2010/1/10 0:00,-15,75,-11,0,0.89,0,0,66
2010/1/10 1:00,-17,82,-13,0,1.78,0,0,83
2010/1/10 2:00,-17,66,-12,0,4.91,0,0,62
2010/1/10 3:00,-17,83,-13,0,8.04,0,0,40
2010/1/10 4:00,-19,62,-14,0,9.83,0,0,23
2010/1/10 5:00,-18,40,-13,0,12.96,0,0,25
2010/1/10 6:00,-19,23,-13,0,16.09,0,0,27
2010/1/10 7:00,-19,25,-14,0,19.22,0,0,35
2010/1/10 8:00,-19,27,-14,0,22.35,0,0,50
2010/1/10 9:00,-17,35,-12,0,24.14,0,0,70
2010/1/10 10:00,-16,50,-7,-10,4.02,0,0,75
2010/1/10 11:00,-15,70,-7,0,3.13,0,0,58
2010/1/10 12:00,-15,75,-7,0,6.26,0,0,70
2010/1/10 13:00,-14,58,-6,0,9.39,0,0,68
2010/1/10 14:00,-14,70,-6,0,12.52,0,0,71
2010/1/10 15:00,-13,68,-5,0,14.31,0,0,88
2010/1/10 16:00,-14,71,-5,0,16.1,0,0,84
2010/1/10 17:00,-14,88,-6,0,19.23,0,0,83
2010/1/10 18:00,-13,84,-7,0,23.25,0,0,66
2010/1/10 19:00,-15,83,-6,0,27.27,0,0,27
2010/1/10 20:00,-15,66,-6,0,30.4,0,0,24
2010/1/10 21:00,-15,27,-4,0,35.32,0,0,22
2010/1/10 22:00,-16,24,-4,0,44.26,0,0,23
2010/1/10 23:00,-17,22,-5,0,52.31,0,0,27
2010/1/11 0:00,-17,23,-6,0,60.36,0,0,23
2010/1/11 1:00,-17,27,-8,20,0.89,0,0,17
2010/1/11 2:00,-19,23,-11,0,4.02,0,0,17
2010/1/11 3:00,-20,17,-11,0,8.94,0,0,16
2010/1/11 4:00,-21,17,-11,-10,4.02,0,0,16
2010/1/11 5:00,-22,16,-12,0,3.13,0,0,20
2010/1/11 6:00,-22,16,-12,-10,4.92,0,0,20
2010/1/11 7:00,-22,20,-13,0,5.81,0,0,18
2010/1/11 8:00,-22,20,-9,0,13.86,0,0,25
2010/1/11 9:00,-22,18,-10,0,21.91,0,0,26
2010/1/11 10:00,-22,25,-9,0,29.06,0,0,27
2010/1/11 11:00,-21,26,-9,0,33.08,0,0,28
2010/1/11 12:00,-20,27,-6,0,42.02,0,0,15
2010/1/11 13:00,-19,28,-5,0,50.96,0,0,24
2010/1/11 14:00,-19,15,-5,0,59.01,0,0,13
2010/1/11 15:00,-20,24,-5,0,66.16,0,0,13
2010/1/11 16:00,-20,13,-5,0,71.97,0,0,13
2010/1/11 17:00,-20,13,-5,0,76.89,0,0,17
2010/1/11 18:00,-20,13,-7,0,81.81,0,0,20
2010/1/11 19:00,-22,17,-7,0,85.83,0,0,27
2010/1/11 20:00,-22,20,-8,0,89.85,0,0,20
2010/1/11 21:00,-23,27,-10,0,91.64,0,0,15
2010/1/11 22:00,-23,20,-13,0,93.43,0,0,21
2010/1/11 23:00,-22,15,-12,20,0.89,0,0,21
2010/1/12 0:00,-22,21,-15,20,1.78,0,0,37
2010/1/12 1:00,-22,21,-14,-10,1.79,0,0,26
2010/1/12 2:00,-22,37,-14,0,0.89,0,0,15
2010/1/12 3:00,-24,26,-18,-10,1.79,0,0,9
2010/1/12 4:00,-24,15,-13,-10,3.58,0,0,11
2010/1/12 5:00,-25,9,-14,0,3.13,0,0,11
2010/1/12 6:00,-24,11,-14,0,7.15,0,0,16
2010/1/12 7:00,-25,11,-12,0,12.96,0,0,13
2010/1/12 8:00,-26,16,-14,0,16.98,0,0,15
2010/1/12 9:00,-25,13,-12,0,21,0,0,21
2010/1/12 10:00,-25,15,-11,0,26.81,0,0,24
2010/1/12 11:00,-24,21,-11,0,35.75,0,0,22
2010/1/12 12:00,-23,24,-11,0,47.82,0,0,22
2010/1/12 13:00,-22,22,-11,0,63.02,0,0,22
2010/1/12 14:00,-23,22,-11,0,75.98,0,0,19
2010/1/12 15:00,-22,22,-11,0,88.05,0,0,23
2010/1/12 16:00,-23,19,-11,0,101.01,0,0,25
2010/1/12 17:00,-24,23,-11,0,109.06,0,0,25
2010/1/12 18:00,-24,25,-11,0,118,0,0,31
2010/1/12 19:00,-23,25,-11,0,126.05,0,0,25
2010/1/12 20:00,-23,31,-12,0,134.1,0,0,22
2010/1/12 21:00,-24,25,-12,0,142.15,0,0,22
2010/1/12 22:00,-23,22,-12,0,150.2,0,0,15
2010/1/12 23:00,-23,22,-12,0,160.03,0,0,16
2010/1/13 0:00,-24,15,-12,0,169.86,0,0,11
2010/1/13 1:00,-24,16,-12,0,178.8,0,0,11
2010/1/13 2:00,-25,11,-12,0,189.98,0,0,12
2010/1/13 3:00,-24,11,-13,0,198.03,0,0,11
2010/1/13 4:00,-25,12,-12,0,205.18,0,0,12
2010/1/13 5:00,-25,11,-12,0,215.01,0,0,27
2010/1/13 6:00,-25,12,-12,0,226.19,0,0,28
2010/1/13 7:00,-25,27,-12,0,235.13,0,0,34
2010/1/13 8:00,-25,28,-12,0,243.18,0,0,33
2010/1/13 9:00,-23,34,-11,0,252.12,0,0,36
2010/1/13 10:00,-23,33,-10,0,257.93,0,0,26
2010/1/13 11:00,-22,36,-9,0,263.74,0,0,49
2010/1/13 12:00,-21,26,-8,0,270.89,0,0,52
2010/1/13 13:00,-21,49,-6,0,278.94,0,0,47
2010/1/13 14:00,-20,52,-5,0,286.99,0,0,47
2010/1/13 15:00,-22,47,-5,0,294.14,0,0,39
2010/1/13 16:00,-21,47,-5,0,299.06,0,0,59
2010/1/13 17:00,-19,39,-7,10,1.79,0,0,76
2010/1/13 18:00,-19,59,-8,20,0.45,0,0,96
2010/1/13 19:00,-20,76,-9,20,1.34,0,0,95
2010/1/13 20:00,-19,96,-10,10,1.79,0,0,68
2010/1/13 21:00,-19,95,-13,20,0.89,0,0,65
2010/1/13 22:00,-18,68,-12,20,1.78,0,0,75
2010/1/13 23:00,-18,65,-13,-10,0.89,0,0,257
2010/1/14 0:00,-18,75,-14,-10,1.78,0,0,174
2010/1/14 1:00,-20,257,-15,-10,2.67,0,0,164
2010/1/14 2:00,-20,174,-15,0,0.89,0,0,161
2010/1/14 3:00,-20,164,-16,0,1.78,0,0,137
2010/1/14 4:00,-20,161,-16,0,3.57,0,0,92
2010/1/14 5:00,-21,137,-17,0,6.7,0,0,64
2010/1/14 6:00,-19,92,-14,0,10.72,0,0,87
2010/1/14 7:00,-21,64,-17,0,13.85,0,0,87
2010/1/14 8:00,-19,87,-15,0,15.64,0,0,84
2010/1/14 9:00,-19,87,-14,0,18.77,0,0,95
2010/1/14 10:00,-18,84,-10,0,22.79,0,0,79
2010/1/14 11:00,-17,95,-9,0,24.58,0,0,75
2010/1/14 12:00,-16,79,-6,0,26.37,0,0,79
2010/1/14 13:00,-17,75,-5,0,28.16,0,0,86
2010/1/14 14:00,-16,79,-5,0,29.95,0,0,72
2010/1/14 15:00,-15,86,-4,0,33.08,0,0,89
2010/1/14 16:00,-16,72,-4,20,0.89,0,0,94
2010/1/14 17:00,-15,89,-5,10,1.79,0,0,69
2010/1/14 18:00,-14,94,-3,0,5.81,0,0,49
2010/1/14 19:00,-16,69,-3,0,11.62,0,0,33
2010/1/14 20:00,-15,49,-4,0,20.56,0,0,27
2010/1/14 21:00,-16,33,-5,0,24.58,0,0,20
2010/1/14 22:00,-17,27,-6,-10,3.13,0,0,36
2010/1/14 23:00,-18,20,-6,-10,8.05,0,0,37
2010/1/15 0:00,-19,36,-7,-10,13.86,0,0,30
2010/1/15 1:00,-17,37,-8,0,5.81,0,0,18
2010/1/15 2:00,-18,30,-10,0,11.62,0,0,21
2010/1/15 3:00,-19,18,-10,0,14.75,0,0,13
2010/1/15 4:00,-19,21,-9,0,19.67,0,0,23
2010/1/15 5:00,-19,13,-9,-10,7.15,0,0,26
2010/1/15 6:00,-20,23,-9,-10,12.96,0,0,27
2010/1/15 7:00,-19,26,-9,-10,18.77,0,0,30
2010/1/15 8:00,-19,27,-8,-10,22.79,0,0,28
2010/1/15 9:00,-19,30,-8,-10,28.6,0,0,26
2010/1/15 10:00,-19,28,-7,-10,35.75,0,0,26
2010/1/15 11:00,-18,26,-6,-10,41.56,0,0,31
2010/1/15 12:00,-18,26,-5,-10,45.58,0,0,35
2010/1/15 13:00,-17,31,-4,0,1.79,0,0,36
2010/1/15 14:00,-16,35,-3,20,0.89,0,0,37
2010/1/15 15:00,-17,36,-3,20,1.78,0,0,64
2010/1/15 16:00,-17,37,-2,20,2.23,0,0,83
2010/1/15 17:00,-15,64,-5,10,0.89,0,0,91
2010/1/15 18:00,-15,83,-6,20,0.89,0,0,90
2010/1/15 19:00,-15,91,-6,20,1.78,0,0,102
2010/1/15 20:00,-14,90,-6,10,1.79,0,0,94
2010/1/15 21:00,-14,102,-8,10,3.58,0,0,87
2010/1/15 22:00,-14,94,-10,20,0.89,0,0,141
2010/1/15 23:00,-15,87,-11,20,1.78,0,0,211
2010/1/16 0:00,-15,141,-11,20,2.67,0,0,242
2010/1/16 1:00,-16,211,-13,-10,0.89,0,0,271
2010/1/16 2:00,-16,242,-12,20,0.89,0,0,249
2010/1/16 3:00,-16,271,-13,-10,0.89,0,0,200
2010/1/16 4:00,-15,249,-12,-10,1.78,0,0,147
2010/1/16 5:00,-14,200,-10,0,1.79,0,0,114
2010/1/16 6:00,-15,147,-10,0,2.68,0,0,102
2010/1/16 7:00,-15,114,-11,0,4.47,0,0,108
2010/1/16 8:00,-15,102,-11,0,6.26,0,0,135
2010/1/16 9:00,-14,108,-9,0,8.05,0,0,120
2010/1/16 10:00,-14,135,-9,0,9.84,0,0,148
2010/1/16 11:00,-13,120,-6,20,0.89,0,0,127
2010/1/16 12:00,-13,148,-5,0,1.79,0,0,128
2010/1/16 13:00,-12,127,-4,20,0.89,0,0,140
2010/1/16 14:00,-12,128,-3,20,1.78,0,0,148
2010/1/16 15:00,-12,140,-3,20,2.67,0,0,150
2010/1/16 16:00,-11,148,-3,20,3.56,0,0,154
2010/1/16 17:00,-11,150,-4,-10,0.89,0,0,197
2010/1/16 18:00,-12,154,-7,20,0.89,0,0,235
2010/1/16 19:00,-12,197,-7,20,1.78,0,0,261
2010/1/16 20:00,-12,235,-8,20,2.23,0,0,269
2010/1/16 21:00,-12,261,-9,20,3.12,0,0,266
2010/1/16 22:00,-13,269,-11,0,0.89,0,0,263
2010/1/16 23:00,-14,266,-11,0,2.68,0,0,241
2010/1/17 0:00,-15,263,-12,0,5.81,0,0,205
2010/1/17 1:00,-14,241,-11,20,0.45,0,0,160
2010/1/17 2:00,-14,205,-11,20,1.34,0,0,150
2010/1/17 3:00,-14,160,-12,0,1.79,0,0,148
2010/1/17 4:00,-14,150,-12,0,3.58,0,0,208
2010/1/17 5:00,-14,148,-10,0,6.71,0,0,209
2010/1/17 6:00,-14,208,-11,0,9.84,0,0,183
2010/1/17 7:00,-15,209,-10,0,11.63,0,0,161
2010/1/17 8:00,-13,183,-10,0,14.76,0,0,182
2010/1/17 9:00,-13,161,-8,0,17.89,0,0,230
2010/1/17 10:00,-12,182,-6,20,0.45,0,0,170
2010/1/17 11:00,-11,230,-5,20,1.34,0,0,172
2010/1/17 12:00,-11,170,-4,20,2.23,0,0,154
2010/1/17 13:00,-11,172,-3,20,3.12,0,0,166
2010/1/17 14:00,-10,154,-1,20,4.01,0,0,177
2010/1/17 15:00,-11,166,-1,20,4.46,0,0,191
2010/1/17 16:00,-10,177,-1,10,0.89,0,0,212
2010/1/17 17:00,-10,191,-3,10,1.78,0,0,250
2010/1/17 18:00,-10,212,-5,10,2.67,0,0,268
2010/1/17 19:00,-10,250,-6,-10,0.89,0,0,317
2010/1/17 20:00,-11,268,-7,20,0.45,0,0,291
2010/1/17 21:00,-10,317,-7,20,0.9,0,0,313
2010/1/17 22:00,-11,291,-9,20,1.35,0,0,282
2010/1/17 23:00,-12,313,-9,-10,0.89,0,0,282
2010/1/18 0:00,-12,282,-10,20,0.89,0,0,303
2010/1/18 1:00,-13,282,-11,0,3.13,0,0,349
2010/1/18 2:00,-11,303,-9,0,4.92,0,0,407
2010/1/18 3:00,-13,349,-10,0,6.71,0,0,361
2010/1/18 4:00,-13,407,-11,0,7.6,0,0,234
2010/1/18 5:00,-13,361,-11,-10,1.79,0,0,149
2010/1/18 6:00,-14,234,-11,0,0.89,0,0,147
2010/1/18 7:00,-14,149,-11,0,4.02,0,0,184
2010/1/18 8:00,-14,147,-11,0,5.81,0,0,161
2010/1/18 9:00,-11,184,-6,0,9.83,0,0,137
2010/1/18 10:00,-10,161,-5,0,11.62,0,0,146
2010/1/18 11:00,-9,137,-3,0,13.41,0,0,144
2010/1/18 12:00,-8,146,-1,0,15.2,0,0,154
2010/1/18 13:00,-9,144,0,0,16.99,0,0,173
2010/1/18 14:00,-9,154,1,-10,1.79,0,0,188
2010/1/18 15:00,-9,173,1,20,0.89,0,0,203
2010/1/18 16:00,-8,188,1,10,0.89,0,0,233
2010/1/18 17:00,-7,203,-1,10,2.68,0,0,408
2010/1/18 18:00,-7,233,-2,20,0.89,0,0,435
2010/1/18 19:00,-7,408,-3,10,0.89,0,0,403
2010/1/18 20:00,-5,435,-2,20,0.89,0,0,360
2010/1/18 21:00,-5,403,-1,0,1.79,0,0,402
2010/1/18 22:00,-5,360,-1,0,3.58,0,0,358
2010/1/18 23:00,-6,402,-1,20,0.89,0,0,383
2010/1/19 0:00,-4,358,-1,0,1.79,0,0,332
2010/1/19 1:00,-5,383,-1,0,4.92,0,0,274
2010/1/19 2:00,-5,332,-1,0,6.71,0,0,256
2010/1/19 3:00,-5,274,-1,0,8.5,0,0,302
2010/1/19 4:00,-4,256,-1,0,10.29,0,0,330
2010/1/19 5:00,-4,302,-1,0,11.18,0,0,367
2010/1/19 6:00,-4,330,-1,0,12.07,0,0,297
2010/1/19 7:00,-4,367,-1,0,13.86,0,0,331
2010/1/19 8:00,-4,297,0,20,0.89,0,0,323
2010/1/19 9:00,-4,331,0,0,1.79,0,0,339
2010/1/19 10:00,-4,323,0,20,0.89,0,0,301
2010/1/19 11:00,-5,339,1,0,1.79,0,0,310
2010/1/19 12:00,-5,301,1,20,0.89,0,0,305
2010/1/19 13:00,-4,310,1,20,1.34,0,0,313
2010/1/19 14:00,-4,305,1,-10,0.89,0,0,336
2010/1/19 15:00,-3,313,2,20,0.45,0,0,357
2010/1/19 16:00,-3,336,2,20,1.34,0,0,485
2010/1/19 17:00,-2,357,2,-10,0.89,0,0,426
2010/1/19 18:00,-3,485,1,20,0.89,0,0,403
2010/1/19 19:00,-3,426,2,0,1.79,0,0,374
2010/1/19 20:00,-3,403,1,0,4.92,0,0,333
2010/1/19 21:00,-3,374,0,0,6.71,0,0,343
2010/1/19 22:00,-3,333,0,0,8.5,0,0,364
2010/1/19 23:00,-3,343,1,0,11.63,0,0,389
2010/1/20 0:00,-2,364,0,0,14.76,0,0,368
2010/1/20 1:00,-2,389,-1,0,16.55,0,0,267
2010/1/20 2:00,-4,368,-2,0,19.68,0,0,71
2010/1/20 3:00,-2,267,-1,0,25.49,0,0,81
2010/1/20 4:00,-3,71,1,0,28.62,0,0,51
2010/1/20 5:00,-3,81,0,0,31.75,0,0,49
2010/1/20 6:00,-5,51,2,0,36.67,0,0,44
2010/1/20 7:00,-9,49,1,0,41.59,0,0,45
2010/1/20 8:00,-10,44,0,0,48.74,0,0,35
2010/1/20 9:00,-10,45,0,0,55.89,0,0,29
2010/1/20 10:00,-11,35,1,0,63.04,0,0,27
2010/1/20 11:00,-13,29,0,0,71.09,0,0,29
2010/1/20 12:00,-13,27,0,0,78.24,0,0,16
2010/1/20 13:00,-13,29,-1,-10,8.05,0,0,23
2010/1/20 14:00,-13,16,-1,0,7.15,0,0,28
2010/1/20 15:00,-15,23,-1,-10,5.81,0,0,22
